ID,Name,HP,Attack,Defense,Special Attack,Special Defense,Speed,Type1,Type2,SpriteURL
839,Coalossal,110,80,120,80,90,30,Rock,Fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/839.png
840,Applin,40,40,80,40,40,20,Grass,Dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/840.png
841,Flapple,70,110,80,95,60,70,Grass,Dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/841.png
842,Appletun,110,85,80,100,80,30,Grass,Dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/842.png
843,Silicobra,52,57,75,35,50,46,Ground,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/843.png
844,Sandaconda,72,107,125,65,70,71,Ground,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/844.png
845,Cramorant,70,85,55,85,95,85,Flying,Water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/845.png
846,Arrokuda,41,63,40,40,30,66,Water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/846.png
847,Barraskewda,61,123,60,60,50,136,Water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/847.png
848,Toxel,40,38,35,54,35,40,Electric,Poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/848.png
849,Toxtricity-amped,75,98,70,114,70,75,Electric,Poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/849.png
850,Sizzlipede,50,65,45,50,50,45,Fire,Bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/850.png
851,Centiskorch,100,115,65,90,90,65,Fire,Bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/851.png
852,Clobbopus,50,68,60,50,50,32,Fighting,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/852.png
853,Grapploct,80,118,90,70,80,42,Fighting,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/853.png
854,Sinistea,40,45,45,74,54,50,Ghost,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/854.png
855,Polteageist,60,65,65,134,114,70,Ghost,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/855.png
856,Hatenna,42,30,45,56,53,39,Psychic,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/856.png
857,Hattrem,57,40,65,86,73,49,Psychic,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/857.png
858,Hatterene,57,90,95,136,103,29,Psychic,Fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/858.png
859,Impidimp,45,45,30,55,40,50,Dark,Fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/859.png
860,Morgrem,65,60,45,75,55,70,Dark,Fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/860.png
861,Grimmsnarl,95,120,65,95,75,60,Dark,Fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/861.png
862,Obstagoon,93,90,101,60,81,95,Dark,Normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/862.png
863,Perrserker,70,110,100,50,60,50,Steel,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/863.png
864,Cursola,60,95,50,145,130,30,Ghost,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/864.png
865,Sirfetchd,62,135,95,68,82,65,Fighting,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/865.png
866,Mr-rime,80,85,75,110,100,70,Ice,Psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/866.png
867,Runerigus,58,95,145,50,105,30,Ground,Ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/867.png
868,Milcery,45,40,40,50,61,34,Fairy,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/868.png
869,Alcremie,65,60,75,110,121,64,Fairy,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/869.png
870,Falinks,65,100,100,70,60,75,Fighting,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/870.png
871,Pincurchin,48,101,95,91,85,15,Electric,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/871.png
872,Snom,30,25,35,45,30,20,Ice,Bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/872.png
873,Frosmoth,70,65,60,125,90,65,Ice,Bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/873.png
874,Stonjourner,100,125,135,20,20,70,Rock,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/874.png
875,Eiscue-ice,75,80,110,65,90,50,Ice,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/875.png
876,Indeedee-male,60,65,55,105,95,95,Psychic,Normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/876.png
877,Morpeko-full-belly,58,95,58,70,58,97,Electric,Dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/877.png
878,Cufant,72,80,49,40,49,40,Steel,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/878.png
879,Copperajah,122,130,69,80,69,30,Steel,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/879.png
880,Dracozolt,90,100,90,80,70,75,Electric,Dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/880.png
881,Arctozolt,90,100,90,90,80,55,Electric,Ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/881.png
882,Dracovish,90,90,100,70,80,75,Water,Dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/882.png
883,Arctovish,90,90,100,80,90,55,Water,Ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/883.png
884,Duraludon,70,95,115,120,50,85,Steel,Dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/884.png
885,Dreepy,28,60,30,40,30,82,Dragon,Ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/885.png
886,Drakloak,68,80,50,60,50,102,Dragon,Ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/886.png
887,Dragapult,88,120,75,100,75,142,Dragon,Ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/887.png
888,Zacian,92,120,115,80,115,138,Fairy,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/888.png
889,Zamazenta,92,120,115,80,115,138,Fighting,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/889.png
890,Eternatus,140,85,95,145,95,130,Poison,Dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/890.png
891,Kubfu,60,90,60,53,50,72,Fighting,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/891.png
892,Urshifu-single-strike,100,130,100,63,60,97,Fighting,Dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/892.png
893,Zarude,105,120,105,70,95,105,Dark,Grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/893.png
894,Regieleki,80,100,50,100,50,200,Electric,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/894.png
895,Regidrago,200,100,50,100,50,80,Dragon,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/895.png
896,Glastrier,100,145,130,65,110,30,Ice,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/896.png
897,Spectrier,100,65,60,145,80,130,Ghost,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/897.png
898,Calyrex,100,80,80,80,80,80,Psychic,Grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/898.png
899,Wyrdeer,103,105,72,105,75,65,Normal,Psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/899.png
900,Kleavor,70,135,95,45,70,85,Bug,Rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/900.png
901,Ursaluna,130,140,105,45,80,50,Ground,Normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/901.png
902,Basculegion-male,120,112,65,80,75,78,Water,Ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/902.png
903,Sneasler,80,130,60,40,80,120,Fighting,Poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/903.png
904,Overqwil,85,115,95,65,65,85,Dark,Poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/904.png
905,Enamorus-incarnate,74,115,70,135,80,106,Fairy,Flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/905.png
906,Sprigatito,40,61,54,45,45,65,Grass,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/906.png
907,Floragato,61,80,63,60,63,83,Grass,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/907.png
908,Meowscarada,76,110,70,81,70,123,Grass,Dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/908.png
909,Fuecoco,67,45,59,63,40,36,Fire,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/909.png
910,Crocalor,81,55,78,90,58,49,Fire,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/910.png
911,Skeledirge,104,75,100,110,75,66,Fire,Ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/911.png
912,Quaxly,55,65,45,50,45,50,Water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/912.png
913,Quaxwell,70,85,65,65,60,65,Water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/913.png
914,Quaquaval,85,120,80,85,75,85,Water,Fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/914.png
915,Lechonk,54,45,40,35,45,35,Normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/915.png
916,Oinkologne-male,110,100,75,59,80,65,Normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/916.png
917,Tarountula,35,41,45,29,40,20,Bug,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/917.png
918,Spidops,60,79,92,52,86,35,Bug,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/918.png
919,Nymble,33,46,40,21,25,45,Bug,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/919.png
920,Lokix,71,102,78,52,55,92,Bug,Dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/920.png
921,Pawmi,45,50,20,40,25,60,Electric,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/921.png
922,Pawmo,60,75,40,50,40,85,Electric,Fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/922.png
923,Pawmot,70,115,70,70,60,105,Electric,Fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/923.png
924,Tandemaus,50,50,45,40,45,75,Normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/924.png
925,Maushold-family-of-four,74,75,70,65,75,111,Normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/925.png
926,Fidough,37,55,70,30,55,65,Fairy,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/926.png
927,Dachsbun,57,80,115,50,80,95,Fairy,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/927.png
928,Smoliv,41,35,45,58,51,30,Grass,Normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/928.png
929,Dolliv,52,53,60,78,78,33,Grass,Normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/929.png
930,Arboliva,78,69,90,125,109,39,Grass,Normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/930.png
931,Squawkabilly-green-plumage,82,96,51,45,51,92,Normal,Flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/931.png
932,Nacli,55,55,75,35,35,25,Rock,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/932.png
933,Naclstack,60,60,100,35,65,35,Rock,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/933.png
934,Garganacl,100,100,130,45,90,35,Rock,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/934.png
935,Charcadet,40,50,40,50,40,35,Fire,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/935.png
936,Armarouge,85,60,100,125,80,75,Fire,Psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/936.png
937,Ceruledge,75,125,80,60,100,85,Fire,Ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/937.png
938,Tadbulb,61,31,41,59,35,45,Electric,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/938.png
939,Bellibolt,109,64,91,103,83,45,Electric,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/939.png
940,Wattrel,40,40,35,55,40,70,Electric,Flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/940.png
941,Kilowattrel,70,70,60,105,60,125,Electric,Flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/941.png
942,Maschiff,60,78,60,40,51,51,Dark,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/942.png
943,Mabosstiff,80,120,90,60,70,85,Dark,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/943.png
944,Shroodle,40,65,35,40,35,75,Poison,Normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/944.png
945,Grafaiai,63,95,65,80,72,110,Poison,Normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/945.png
946,Bramblin,40,65,30,45,35,60,Grass,Ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/946.png
947,Brambleghast,55,115,70,80,70,90,Grass,Ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/947.png
948,Toedscool,40,40,35,50,100,70,Ground,Grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/948.png
949,Toedscruel,80,70,65,80,120,100,Ground,Grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/949.png
950,Klawf,70,100,115,35,55,75,Rock,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/950.png
951,Capsakid,50,62,40,62,40,50,Grass,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/951.png
952,Scovillain,65,108,65,108,65,75,Grass,Fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/952.png
953,Rellor,41,50,60,31,58,30,Bug,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/953.png
954,Rabsca,75,50,85,115,100,45,Bug,Psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/954.png
955,Flittle,30,35,30,55,30,75,Psychic,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/955.png
956,Espathra,95,60,60,101,60,105,Psychic,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/956.png
957,Tinkatink,50,45,45,35,64,58,Fairy,Steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/957.png
958,Tinkatuff,65,55,55,45,82,78,Fairy,Steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/958.png
959,Tinkaton,85,75,77,70,105,94,Fairy,Steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/959.png
960,Wiglett,10,55,25,35,25,95,Water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/960.png
961,Wugtrio,35,100,50,50,70,120,Water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/961.png
962,Bombirdier,70,103,85,60,85,82,Flying,Dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/962.png
963,Finizen,70,45,40,45,40,75,Water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/963.png
964,Palafin-zero,100,70,72,53,62,100,Water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/964.png
965,Varoom,45,70,63,30,45,47,Steel,Poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/965.png
966,Revavroom,80,119,90,54,67,90,Steel,Poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/966.png
967,Cyclizar,70,95,65,85,65,121,Dragon,Normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/967.png
968,Orthworm,70,85,145,60,55,65,Steel,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/968.png
969,Glimmet,48,35,42,105,60,60,Rock,Poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/969.png
970,Glimmora,83,55,90,130,81,86,Rock,Poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/970.png
971,Greavard,50,61,60,30,55,34,Ghost,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/971.png
972,Houndstone,72,101,100,50,97,68,Ghost,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/972.png
973,Flamigo,82,115,74,75,64,90,Flying,Fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/973.png
974,Cetoddle,108,68,45,30,40,43,Ice,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/974.png
975,Cetitan,170,113,65,45,55,73,Ice,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/975.png
976,Veluza,90,102,73,78,65,70,Water,Psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/976.png
977,Dondozo,150,100,115,65,65,35,Water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/977.png
978,Tatsugiri-curly,68,50,60,120,95,82,Dragon,Water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/978.png
979,Annihilape,110,115,80,50,90,90,Fighting,Ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/979.png
980,Clodsire,130,75,60,45,100,20,Poison,Ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/980.png
981,Farigiraf,120,90,70,110,70,60,Normal,Psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/981.png
982,Dudunsparce-two-segment,125,100,80,85,75,55,Normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/982.png
983,Kingambit,100,135,120,60,85,50,Dark,Steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/983.png
984,Great-tusk,115,131,131,53,53,87,Ground,Fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/984.png
985,Scream-tail,115,65,99,65,115,111,Fairy,Psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/985.png
986,Brute-bonnet,111,127,99,79,99,55,Grass,Dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/986.png
987,Flutter-mane,55,55,55,135,135,135,Ghost,Fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/987.png
988,Slither-wing,85,135,79,85,105,81,Bug,Fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/988.png
989,Sandy-shocks,85,81,97,121,85,101,Electric,Ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/989.png
990,Iron-treads,90,112,120,72,70,106,Ground,Steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/990.png
991,Iron-bundle,56,80,114,124,60,136,Ice,Water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/991.png
992,Iron-hands,154,140,108,50,68,50,Fighting,Electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/992.png
993,Iron-jugulis,94,80,86,122,80,108,Dark,Flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/993.png
994,Iron-moth,80,70,60,140,110,110,Fire,Poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/994.png
995,Iron-thorns,100,134,110,70,84,72,Rock,Electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/995.png
996,Frigibax,65,75,45,35,45,55,Dragon,Ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/996.png
997,Arctibax,90,95,66,45,65,62,Dragon,Ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/997.png
998,Baxcalibur,115,145,92,75,86,87,Dragon,Ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/998.png
999,Gimmighoul,45,30,70,75,70,10,Ghost,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/999.png
1000,Gholdengo,87,60,95,133,91,84,Steel,Ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1000.png
1001,Wo-chien,85,85,100,95,135,70,Dark,Grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1001.png
1002,Chien-pao,80,120,80,90,65,135,Dark,Ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1002.png
1003,Ting-lu,155,110,125,55,80,45,Dark,Ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1003.png
1004,Chi-yu,55,80,80,135,120,100,Dark,Fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1004.png
1005,Roaring-moon,105,139,71,55,101,119,Dragon,Dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1005.png
1006,Iron-valiant,74,130,90,120,60,116,Fairy,Fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1006.png
1007,Koraidon,100,135,115,85,100,135,Fighting,Dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1007.png
1008,Miraidon,100,85,100,135,115,135,Electric,Dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1008.png
1009,Walking-wake,99,83,91,125,83,109,Water,Dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1009.png
1010,Iron-leaves,90,130,88,70,108,104,Grass,Psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1010.png
1011,Dipplin,80,80,110,95,80,40,Grass,Dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1011.png
1012,Poltchageist,40,45,45,74,54,50,Grass,Ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1012.png
1013,Sinistcha,71,60,106,121,80,70,Grass,Ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1013.png
1014,Okidogi,88,128,115,58,86,80,Poison,Fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1014.png
1015,Munkidori,88,75,66,130,90,106,Poison,Psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1015.png
1016,Fezandipiti,88,91,82,70,125,99,Poison,Fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1016.png
1017,Ogerpon,80,120,84,60,96,110,Grass,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1017.png
1018,Archaludon,90,105,130,125,65,85,Steel,Dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1018.png
1019,Hydrapple,106,80,110,120,80,44,Grass,Dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1019.png
1020,Gouging-fire,105,115,121,65,93,91,Fire,Dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1020.png
1021,Raging-bolt,125,73,91,137,89,75,Electric,Dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1021.png
1022,Iron-boulder,90,120,80,68,108,124,Rock,Psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1022.png
1023,Iron-crown,90,72,100,122,108,98,Steel,Psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1023.png
1024,Terapagos,90,65,85,65,85,60,Normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1024.png
1025,Pecharunt,88,88,160,88,88,88,Poison,Ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1025.png
10001,Deoxys-attack,50,180,20,180,20,150,Psychic,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10001.png
10002,Deoxys-defense,50,70,160,70,160,90,Psychic,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10002.png
10003,Deoxys-speed,50,95,90,95,90,180,Psychic,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10003.png
10004,Wormadam-sandy,60,79,105,59,85,36,Bug,Ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10004.png
10005,Wormadam-trash,60,69,95,69,95,36,Bug,Steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10005.png
10006,Shaymin-sky,100,103,75,120,75,127,Grass,Flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10006.png
10007,Giratina-origin,150,120,100,120,100,90,Ghost,Dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10007.png
10008,Rotom-heat,50,65,107,105,107,86,Electric,Fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10008.png
10009,Rotom-wash,50,65,107,105,107,86,Electric,Water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10009.png
10010,Rotom-frost,50,65,107,105,107,86,Electric,Ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10010.png
10011,Rotom-fan,50,65,107,105,107,86,Electric,Flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10011.png
10012,Rotom-mow,50,65,107,105,107,86,Electric,Grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10012.png
10013,Castform-sunny,70,70,70,70,70,70,Fire,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10013.png
10014,Castform-rainy,70,70,70,70,70,70,Water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10014.png
10015,Castform-snowy,70,70,70,70,70,70,Ice,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10015.png
10016,Basculin-blue-striped,70,92,65,80,55,98,Water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10016.png
